% Households: High GRAPI,% Vacancy,% Renter-Occupied,% With Mortgage,% Households: High Mortgage,% Households: Multiunit,% Households: $500k+ Value,Geography Level,Region
0.5255976597962408,0.24262798351633155,0.29843559996056135,0.6147846251141873,0.2941928912366311,0.1939306358381503,0.0549947037895882,State,Northeast
0.5139400415727376,0.10086486976624433,0.33528228044854,0.7407473135004562,0.2918260328841551,0.2560564384402646,0.16754111435186828,State,South
0.5015756177482085,0.09856268088217367,0.38461693137422276,0.7022582519706126,0.3116444339411638,0.42094496063996795,0.21286140712925156,State,Northeast
0.5251023773572876,0.15309597270083128,0.29446027701224226,0.6172357770482297,0.2591626064004125,0.1780385948582912,0.02564315926621614,State,Midwest
0.4766505891561422,0.10503412342522693,0.28446560632919393,0.6753352231524821,0.239978128945956,0.2172234854273597,0.055591667216032696,State,Midwest
0.5110805050008198,0.1497749362527198,0.328047977913881,0.5184415244284212,0.28624168842840036,0.14894029887966884,0.0176796921570152,State,South
0.4887289535611009,0.13101938907193497,0.33029604465449186,0.6301096048311059,0.24839597738696315,0.19985333430914318,0.0314614651557243,State,Midwest
0.47052041211302637,0.16361547820251274,0.33121578781553973,0.5662099448327133,0.27091147500991064,0.17365115374243206,0.07083420739808405,State,West
0.44506600932202656,0.0945719852073646,0.3396306217397434,0.6185921086450051,0.21826874526634688,0.19766064187346943,0.023133907621898136,State,Midwest
0.49227195177826844,0.15532850970903234,0.4569412041640941,0.6993231763873966,0.33140360751521,0.3082567215081521,0.04800396727002232,State,West
0.47734580532008186,0.15774636007370688,0.2984924294072559,0.6794717986026273,0.30916971631757895,0.2602125561236407,0.066467172722406,State,Northeast
0.5375353676856861,0.11237892159876588,0.35952960497005954,0.6903554821669011,0.37534846178076436,0.3648611336236048,0.1952047538544201,State,Northeast
0.5138629089246374,0.16751884251392613,0.32091805384687866,0.5682196160588477,0.29201170356558737,0.14406485669525176,0.05105795858063331,State,West
0.538155215101038,0.1116168428353075,0.46348413902846736,0.6261148442193593,0.3502402822976369,0.507335290821925,0.22533840015965717,State,Northeast
0.49962584041681707,0.14496138936833758,0.35735732458988473,0.6524897120449311,0.27111267965003566,0.17352335809526193,0.05110039810048134,State,South
0.4262186255294936,0.12082477386801378,0.351691932228845,0.5298646768947561,0.16763290868315017,0.2613817555917747,0.026133854562565607,State,Midwest
0.48337650699413304,0.1091661290140016,0.3393289219879752,0.6468181690068456,0.24473828259629224,0.2310665272477687,0.023615995119031633,State,Midwest
0.450615722469337,0.1397330413621833,0.3446036936951254,0.5750774875071162,0.22941365392127078,0.15838364961559906,0.022997448710650053,State,South
0.531928711353377,0.09518872613200943,0.39169798641421866,0.6745687376608805,0.32670399202932493,0.23405282443455197,0.0919993958551347,State,West
0.5032085123652144,0.11256426814898028,0.3105399710947431,0.6102541135978526,0.270103584479188,0.2043129691300859,0.051287013570541266,State,Northeast
0.5219203244431863,0.11976831334017823,0.39608874758222884,0.6890823074948351,0.33570131513784185,0.39521247330274795,0.09011894429299659,State,Northeast
0.5193264639356622,0.16851848077436185,0.31831671391858113,0.5982924353595169,0.2815094543824116,0.1782142168924728,0.05041786053444959,State,South
0.39680836125097796,0.10480893121956095,0.32768567859362835,0.565807485334973,0.2062666507019487,0.1931892157630731,0.03121507659026341,State,Midwest
0.5020393682057457,0.1234597842025936,0.3362205948079891,0.6068158279370057,0.26681623801516635,0.18621449223125114,0.041024794068395425,State,South
0.4769366684466114,0.11167388164996345,0.38158183432440407,0.5918456487272548,0.2582676756546886,0.24822422099094568,0.0440857339052808,State,South
0.46944867119913136,0.10603539780791203,0.30784957892103726,0.7114229358210777,0.2689183000453784,0.21093877340075773,0.0678170556979755,State,West
0.5393888094334667,0.21825916230366493,0.2900202974324143,0.6275731265747451,0.3200237845058606,0.22402573347821791,0.0690635237581414,State,Northeast
0.4917081013792658,0.10452921648361341,0.3438213689553491,0.7051130265829906,0.2743599566655699,0.22175323809543346,0.15916381074730002,State,South
0.5095149667113329,0.09689683434074378,0.3806040104259428,0.6940528489134495,0.3141615701511077,0.25824676433425536,0.1350202804836059,State,West
0.4739971718978499,0.16007181973655485,0.27670232165847836,0.4820332942766337,0.22212354813985025,0.12149315915872207,0.015320084003099579,State,South
0.47239695496860484,0.13062709328553743,0.328247629097974,0.6505410533406679,0.27178967655391345,0.254165305951956,0.035645408166582786,State,Midwest
0.4168515838559254,0.15620538589902475,0.30938871354401504,0.5943477333402284,0.2218833241830863,0.15823197260717742,0.05658084409078275,State,West
0.5705925769717419,0.3358383907133269,0.30484350759333323,0.5830552199995905,0.28604970985811556,0.2538615695838769,0.05470813455907946,County,South
0.5492063492063493,0.17355823595929137,0.32922852386490614,0.5067994832392738,0.25164980202375714,0.145778364116095,0.009451281702590603,County,South
0.4503901895206243,0.1262675559893715,0.24344453064391,0.6031173092698934,0.2983983729502987,0.0841874084919473,0.02469237079573421,County,South
0.29172774869109946,0.2625028360289113,0.2822800386745188,0.49458085848998834,0.22540109951755863,0.051891226136842446,0.013716245177882554,County,South
0.4629824100813862,0.14102680875611015,0.29976671850699843,0.6889102014032609,0.20332362758326825,0.08971673194279989,0.01292211397708344,County,South
0.5138036809815951,0.15151579214409538,0.2796561604584527,0.510324789872367,0.21833611932621833,0.10346285569320536,0.008128394036871779,County,South
0.4598628175171478,0.12021750951604132,0.36995648734177217,0.6012007534139068,0.31365268732120033,0.15184339314845025,0.018796107361481715,County,South
0.5308758377825741,0.1510256046598304,0.3768832702662802,0.6422198529824364,0.26795559735206803,0.2522634545676431,0.05563972591636584,County,South
0.33491537566042806,0.10517836071525824,0.3290137701924784,0.5507388790203711,0.18823292903571667,0.1652446219478987,0.02588911145545939,County,South
0.5391717833895019,0.1204642166344294,0.4215693173821253,0.6613845124399295,0.19219115228118777,0.24736557059961314,0.03762394306223006,County,South
0.5049924357034796,0.06591096337964147,0.23516530308099395,0.6348669821449875,0.1909976405106177,0.09767322935310663,0.023859704934982302,County,South
0.4144650552744988,0.09952569273823757,0.33829666160849775,0.6848105313061598,0.1663332916614577,0.22251054381101287,0.0467690543654425,County,South
0.46861872992340003,0.15986851934857313,0.27313415140197994,0.5902622028299963,0.2967054016089899,0.07769311220678321,0.028789299840965624,County,South
0.5710528075611333,0.17993052747045757,0.3373754433372741,0.6066065147576082,0.2694248395235206,0.189243392076586,0.024417596982209307,County,South
0.5175119502149536,0.1447980951455367,0.40763216509841355,0.6872769826957756,0.25989746893201277,0.21658972739200155,0.04067068257683306,County,South
0.41288101435888824,0.08675790172383499,0.28880480557515126,0.575370464997445,0.2731,0.15047927688733576,0.011933030749346239,County,South
0.44349680170575695,0.10474553344981119,0.15014636910195472,0.5967258046594318,0.19751987658716033,0.050921490165135544,0.00688914404237194,County,South
0.4504974948839179,0.10647946069159513,0.20977284446494965,0.7215248561861424,0.21096702650100707,0.12533343033124789,0.06556194728256204,County,South
0.4269166285627191,0.1444275966641395,0.24912969175264257,0.5186293517659951,0.2699456029011786,0.11328928842196469,0.006743656747871534,County,South
0.5012243203984229,0.19943849433295208,0.3823728911402635,0.6502476866996916,0.25248183399856716,0.3010294270562546,0.02843723712496495,County,South
0.5220272904483431,0.18135309743219755,0.26379040980651364,0.4144085319403635,0.26800754242614705,0.06483455219230642,0.009086951790183916,County,South
0.42921475502620765,0.09072130513510188,0.4067088791145053,0.7103286461473286,0.24051247414411753,0.3290614067471828,0.10486696104150034,County,West
0.5416038708653922,0.1814642118925155,0.38903570589617104,0.6526169077714231,0.23604972375690608,0.27041772821227705,0.05382803864084203,County,West
0.45864083640836406,0.2659553831231814,0.24141120507399577,0.6794547988155374,0.23231900520117177,0.10637730358874879,0.029001916042501307,County,West
0.32950191570881227,0.4495322803251035,0.23796523289503008,0.30116253564378154,0.4026031325832782,0.0709400398711854,0.03831249543028442,County,West
0.515943381552341,0.19769100620376207,0.2958360899768442,0.5811679732229367,0.25934889901290814,0.12122217430249145,0.01931941630699668,County,West
0.5419878713125706,0.24220586415934678,0.4303497816415657,0.5206348069069284,0.3411478349987189,0.19913707781764198,0.10865515511929498,County,West
0.4895900436196158,0.1455677081272771,0.397105219402649,0.7001868828270275,0.28188677300406534,0.25021669621887577,0.0806656566150237,County,West
0.456883890730561,0.2726532219805401,0.3319590927550857,0.5420481550393309,0.3295874085109139,0.1130535191600204,0.03330692850431995,County,West
0.4664240432026297,0.4043054271409382,0.30743549945822474,0.37020592836906424,0.2871941811769892,0.07272822427297944,0.027020169986045922,County,West
0.5310969586144566,0.1230729305326553,0.3952547994132279,0.6192410723702251,0.31322739837969316,0.22551662576316536,0.05568984791917147,County,West
0.478423030974096,0.22049995738307743,0.30645287262957294,0.6162456784423248,0.27413293801282496,0.0595175764364947,0.0311602608137479,County,West
0.5525640562321564,0.18476674753587638,0.33716946323464814,0.570062955599735,0.4213053860440435,0.1275346230629437,0.08121272365805168,County,West
0.48530167540343305,0.2216940073652494,0.3033092452397339,0.5757357480963161,0.29092871841581486,0.12260908380761076,0.015497015846882074,County,West
0.32914461190351124,0.13662480934372453,0.3240283626155559,0.6916853128076613,0.19185677299594547,0.15268172415954534,0.02837196813747427,County,South
0.49092118390422346,0.11229231202478175,0.43881354587992705,0.6357169775767854,0.15866299978844933,0.23852435933539848,0.02703975880912003,County,South
0.44981088158277566,0.11735845150605527,0.33741439159395814,0.6753628318584071,0.16542219994988724,0.19602525618465996,0.021557522123893804,County,South
0.5490448940114452,0.16784273191675445,0.3396393168517855,0.5691600954930189,0.22051843738590726,0.16971118487745732,0.021558272444476598,County,South
0.5284570920409071,0.1533942954036214,0.36047925608011444,0.5439852357250713,0.26111778846153844,0.1401017380245867,0.002572563055757508,County,South
0.39619321817018555,0.1218414431016763,0.2912143347189152,0.7044354609121448,0.17549004475999383,0.12138072792997129,0.006149291123384387,County,South
0.46359908707593517,0.17326542753409654,0.38895315211104686,0.6503373358720655,0.27163623527901676,0.2706983881639302,0.038895431382691865,County,South
0.26544540229885055,0.11029140538546661,0.21795434591747145,0.6057941185642561,0.22013660027702153,0.07188578123982901,0.017089219446783297,County,South
0.4439037153322868,0.09907560607150565,0.4153707954885717,0.6033052207464062,0.2629098035061702,0.23678152650888426,0.046607709905418786,County,South
0.5173062875765578,0.08672912753489523,0.4637060026109017,0.6724383410646213,0.1820797777336773,0.32733469052626846,0.04664033435906857,County,South
0.6117791746378792,0.11523461304082876,0.29812659274054687,0.563760365045876,0.1776058631921824,0.15131017672151129,0.008537363230459743,County,South
0.5319712714534531,0.05430150605022889,0.4811794736188837,0.7553993003186359,0.34770631815952,0.3860204243070689,0.5216301396935686,County,West
0.616282532308975,0.11831942517549127,0.425056952958031,0.626253548742877,0.32728589971926225,0.20467769656057813,0.06074222340229979,County,West
0.5463653936495467,0.053965316317264894,0.353249327851531,0.7367654849184557,0.3504808365155847,0.23683032013994215,0.4118379709570583,County,West
0.5375371495025197,0.24560650068374715,0.26968884361282974,0.6985784323781,0.3793569305593083,0.11675689115423302,0.23079447783544277,County,West
0.5855200254966536,0.08503534956794973,0.4795327016833778,0.7118796067187725,0.3625278193834463,0.2662938440628935,0.06646112354843355,County,West
0.5851415628539072,0.14174841874273914,0.4557349927619334,0.5950259067357513,0.392992213570634,0.1949787014328127,0.08846286701208982,County,West
0.5116801876649398,0.1604120937477873,0.4593295382669197,0.6218608641397598,0.33342814882239163,0.2020817106846987,0.026087973795039774,County,West
0.5553219238242262,0.10818945638265778,0.4653184697277814,0.6999149158976373,0.3017266551167001,0.20582003793566195,0.02821592454421828,County,West
0.5014543943486391,0.060846323166075196,0.49561141271853254,0.6969653864390707,0.27202868852459017,0.22970666187502808,0.041678520625889046,County,West
0.6955825131609064,0.2605995596454581,0.3664579674734672,0.6113287134679121,0.4165616561656166,0.07440862643256366,0.1115396203675806,County,West
0.598376679396849,0.062015965083491914,0.5449420436893129,0.7426520440572869,0.43051838345990434,0.4239792792982734,0.3846338100026118,County,West
0.5350908025776215,0.10121857725053464,0.4260252755392938,0.667657411028549,0.41933528082456045,0.1349312028406569,0.06140007821666015,County,West
0.5179613964017634,0.07815104960292563,0.34343247736929616,0.7244024523887095,0.38543961734741916,0.2620780524532564,0.7980481592275568,County,West
0.55353503683963,0.16967660646787064,0.42661191942634413,0.5830522546832028,0.43774193548387097,0.13738666403142524,0.19464480307197343,County,West
0.5365116814362988,0.07384127287039909,0.47650384412306346,0.6744649446494465,0.3459431701472099,0.15506548030819875,0.05143911439114391,County,West
0.5758512907867102,0.09924239163187121,0.5068297850310227,0.6935189521794602,0.40183525394793,0.2615757680111345,0.3366494936933736,County,West
0.5610119047619048,0.13573235770581918,0.3772798112969125,0.7433035714285714,0.39641662078021095,0.19658166329929558,0.402834145021645,County,West
0.5972418286458899,0.25896104880266746,0.27866547360347693,0.6533758639021797,0.4273989898989899,0.08530994240678993,0.21899698741804005,County,West
0.5827556667126175,0.05305510221408828,0.4249374869245559,0.7333943129571306,0.3843385587276949,0.3415724083280662,0.5489188243405712,County,West
0.5245589414595028,0.13853694211535872,0.3119731315718924,0.7389789048716866,0.35960188151884925,0.1654937483560967,0.22667792317433516,County,West
0.6228113424609044,0.14488349155467883,0.3624732368779602,0.7352339211043492,0.39639980143060227,0.16679694242386883,0.09098125419796055,County,West
0.5562184184766793,0.06843490693833289,0.45790080295055513,0.7457105802144532,0.34670428993430624,0.2679292011960853,0.0910788572886473,County,West
0.5859752488803696,0.14100615283546605,0.4014285950768925,0.7369375897077084,0.3866032736205802,0.20322558168966218,0.09414780788238646,County,West
0.5694525230145044,0.07088126349529529,0.47229523699772996,0.7395772853713701,0.38512676877031976,0.36458647568531244,0.35346672790453826,County,West
0.4469238828741062,0.0691599234647678,0.6413065238784044,0.6782117898609397,0.38148516226931256,0.6809325959774384,0.8442823340748835,County,West
0.5813476077479168,0.08320335678562346,0.4465509988026388,0.7197534164188579,0.35918207009311065,0.17812155632787996,0.07337365097397174,County,West
0.5927403081451939,0.11457284731797687,0.4316559821914798,0.6724213286713286,0.37912239547398924,0.18634160371532743,0.38221153846153844,County,West
0.5017761272352965,0.049100876709510057,0.3971737811593139,0.7232478238016486,0.37852085546751446,0.33518522601174333,0.8029434765329538,County,West
0.5946785753321987,0.08377082709117674,0.4804464507873316,0.6790498474337398,0.3632667264968223,0.2822844339069604,0.4576714146928834,County,West
0.48889125159957625,0.03628235411278853,0.440206220522914,0.7229226336237853,0.3434362045140488,0.3356269470041422,0.7153454994361136,County,West
0.6497114707952146,0.10217144167295586,0.39960843565789195,0.7034345868925672,0.4182013680766855,0.2133706544895249,0.5365966044022259,County,West
0.6107324376502108,0.10065391510711567,0.3879017338553543,0.6451582671446311,0.41355283830862766,0.17553815794564895,0.05876150980529978,County,West
0.5930851063829787,0.0733750576796844,0.40862130638181476,0.7589928484172824,0.33852348604452426,0.22524647910208168,0.0997189178931888,County,West
0.5729218449797794,0.08069174072849614,0.4146503990226721,0.7041072622467971,0.3757898824443111,0.18184204896832035,0.3580347301277534,County,West
0.6103939770484613,0.06841211986310898,0.4344816051513939,0.7294716606460063,0.32373899119295435,0.18544837372360257,0.051534740266599065,County,West
0.6186072692183981,0.06482299581787124,0.4088117658174031,0.6901235883230343,0.3236287829774998,0.16192495729516404,0.06584274451310462,County,West
0.5726889404433305,0.07562204222473203,0.4687614778613137,0.7187041426797607,0.3827766256850837,0.1599121415159053,0.038139180494412464,County,West
0.5890662598831213,0.06021872646462932,0.36741312625099704,0.7562777308575303,0.3646357142857143,0.21951141896407242,0.3939357893109068,County,West
0.5438837920489297,0.0618940694756307,0.5097995043928812,0.7136086856617647,0.33071355461324753,0.30162462026152426,0.23414522058823528,County,West
0.665717931102169,0.09705903553665393,0.4320041511994572,0.69353478566409,0.41002174700978616,0.1502198515101276,0.028742094167252284,County,West
0.5017505033830972,0.04263938394910038,0.36045034055098096,0.7589211206040135,0.3080146163215591,0.24024646902105815,0.027438903238625075,County,West
0.5568580915051482,0.044140965505790546,0.3847339714082232,0.7773095898532619,0.28042161767328877,0.33392553235648165,0.11280270466752776,County,West
0.5617034357191838,0.04435502592277335,0.3670504785502599,0.7264097840548562,0.2219135646581477,0.2638783564187882,0.29027223416231707,County,West
0.5108083888819016,0.068794292379153,0.49023255813953487,0.7434838209092477,0.29979686619119633,0.4561833695970971,0.1719495373297316,County,West
0.39249329758713136,0.04039578712973521,0.20020772124183617,0.8306912970740667,0.2302048099715024,0.1546604652833272,0.20184377083893912,County,West
0.5170904231420573,0.07065370935844295,0.3723092811840204,0.7410766413672311,0.2678514810179391,0.21552554888597336,0.07054429170426198,County,West
0.5070553078607156,0.0446133909287257,0.29698605610113393,0.7300288770122261,0.24437124269126245,0.2617235421166307,0.11418317930116344,County,West
0.5826959847036329,0.08966850138522475,0.3535200238946697,0.6982043853953349,0.24782513587642396,0.2262950198046723,0.09717296838319764,County,West
0.5635753252203105,0.07493433752096453,0.32234118975130843,0.6516405855628471,0.3131043565660417,0.15694123603683427,0.06178697627460878,County,West
0.5389855472705514,0.10207828344401257,0.3643537154175452,0.6416042619490375,0.3102299474923049,0.14114829104573945,0.026134593154746946,County,West
0.4893971054871914,0.059200749170415914,0.3015493475861771,0.7438308419177445,0.2702686766642426,0.15878137660063923,0.04941522732553637,County,West
0.5258363897951326,0.09493896130767639,0.321683096487859,0.7000719004179212,0.3488216485078162,0.3416014897579143,0.40905046510582843,County,Northeast
0.5089331602742232,0.07501773073371783,0.35447824891859436,0.6961793260481752,0.30411734675705515,0.38796451176919267,0.06337011770400983,County,Northeast
0.4495808528732839,0.14018702298824232,0.2429860453957803,0.6878059086587556,0.3242557986665415,0.22142513350599344,0.11123631113771612,County,Northeast
0.5563458856345885,0.12951213009864035,0.24274163910327085,0.6593059936908517,0.2836097835254428,0.23132498000533191,0.1156677181913775,County,Northeast
0.5871695483646183,0.11178247734138973,0.3821453489820837,0.6775122125821104,0.33838505222245874,0.4117752841317796,0.08991686873931871,County,Northeast
0.4641070459887891,0.11543108727675985,0.3382388713208465,0.7022464761850904,0.3246516812186513,0.27481503550325237,0.08450086946686837,County,Northeast
0.4361487847455351,0.08471322294216463,0.3001161135665593,0.7120226913917208,0.2701093390904659,0.2717268332819089,0.05667496186882877,County,Northeast
0.5646042528056704,0.09228071606247197,0.32320305480682837,0.7148783644751253,0.3193869998693892,0.2717245035273009,0.02207029305366566,County,Northeast
0.4668525027269422,0.07175766641735228,0.28067941920616246,0.6941034142844341,0.3177098609726052,0.12522064323111443,0.033224303252979655,County,South
0.5405663210330148,0.08885584884944417,0.30715429764971103,0.7209041103832107,0.2551756616746727,0.22452536712566906,0.06159777378398748,County,South
0.4440531021403414,0.3849417341497136,0.2239149143877407,0.5727668448666811,0.3388076550908504,0.11334781749950622,0.09920720303215876,County,South
0.49457857452652887,0.10338806832246886,0.5931802202090182,0.7625437731307629,0.26566872473681874,0.6306923013449954,0.4618008741053089,County,South
0.5980036085010662,0.13164104966369397,0.47976019624008875,0.5670683988104555,0.30805718645304675,0.3842108519458021,0.03916888401940836,County,South
0.5252170230785518,0.3617585330829559,0.4000440542496617,0.5954841078359383,0.31848197947330736,0.32585883132663207,0.044870450015734815,County,South
0.5626560332871012,0.19330404484169064,0.2842093209664491,0.6043065109582467,0.3215520743537152,0.23395568298964312,0.03057430811070229,County,South
0.6165025867149811,0.18477162732375058,0.3691493279878277,0.6572209288136079,0.4188175982846829,0.4723500291026419,0.095120964943974,County,South
0.5914461761507792,0.3143194843118364,0.21381907727964075,0.4614548402550024,0.4368528455899025,0.21699228255579503,0.04348306739875447,County,South
0.590352504638219,0.19614185351463947,0.19645587548888638,0.4696244366549825,0.2953932762448462,0.05520694518119833,0.007911867801702555,County,South
0.41925916577270145,0.11421087098886706,0.24844004140174478,0.6668765247501377,0.2977985323549033,0.1340798952193844,0.019713543716062012,County,South
0.553488902835625,0.3478593004967921,0.29012203898510114,0.48336928386540123,0.3870299887071814,0.49686696457547996,0.2367773943054357,County,South
0.4036697247706422,0.1530586855294494,0.2625592814873883,0.5826077058790052,0.29570093457943925,0.08665979454732876,0.00819532183711798,County,South
0.5354426941879413,0.1496464703065622,0.40528786104313497,0.7082447746159658,0.3117612646749897,0.288157264678614,0.041581465625786955,County,South
0.5506933821501115,0.17868841742869387,0.37828420838528815,0.5600898965904727,0.27111300518502734,0.21712509351326617,0.027395701463664424,County,South
0.5534385773906731,0.275178607879159,0.16674645864428736,0.5246383669055023,0.34182297596931743,0.09067156562563788,0.04768825199405164,County,South
0.5716907266943969,0.1759164667030957,0.2601876810863016,0.4935993609103131,0.35312747426761676,0.06830438811147276,0.015003020088459365,County,South
0.48746620791349227,0.2616735253772291,0.24083432421720175,0.3378907524636168,0.28069687702715224,0.12989483310470964,0.011910200352411408,County,South
0.5250484305437,0.11254864951862581,0.4274715083568617,0.6715501353452744,0.3178203669964871,0.298622084686741,0.06017105338939124,County,South
0.5986475735879078,0.2512710207274149,0.2823713763384696,0.47228085498701994,0.34027020621000237,0.2560292008864555,0.11332702525656889,County,South
0.5126784214945423,0.16632311438215927,0.2685877384399658,0.5455349850258644,0.34296028880866425,0.13514747385313486,0.026522370451039116,County,South
0.536094691871013,0.3514811160725087,0.3072650245815336,0.5185262754766208,0.3641904063339338,0.26392335133594813,0.081728640329356,County,South
0.5631720963453831,0.11507746748278501,0.49181774787675736,0.6891094373061586,0.263847287595683,0.3376928717163989,0.0401772264067346,County,South
0.5520155304327966,0.24683349132565072,0.28213662900902264,0.48587331932107436,0.34711804580642575,0.2417225350343205,0.06813548939046674,County,South
0.5754401087424991,0.1806429371714212,0.25844866188823273,0.525385262262029,0.3193342750552356,0.11276024673421899,0.027406559336974032,County,South
0.5459514170040486,0.21254382148980272,0.2665973418256264,0.5291550356683947,0.3336607598915563,0.29010465979170397,0.11128096060968586,County,South
0.6723499354443399,0.15548837840964533,0.4679561782079856,0.6472597985876959,0.4530735242820046,0.4790469340227653,0.11356868750643687,County,South
0.6206822799700566,0.49814839432554076,0.3837508514341936,0.5172244396684065,0.4564932225623087,0.2704863550904913,0.32287381025483575,County,South
0.6239542051959489,0.20011317017965766,0.2616723259762309,0.5684583692631983,0.3278101905873201,0.138718347715377,0.07535690332471016,County,South
0.5027845385916423,0.2131400534286961,0.3639068861505999,0.6295744997554596,0.3169645618158204,0.26766499568951757,0.07370234120824207,County,South
0.5875294808116597,0.14970654030260025,0.45773955600189536,0.7110319882446027,0.35775551553354346,0.34239971455832713,0.056698924450704714,County,South
0.6633188621784488,0.3346939398332176,0.3796516094998911,0.6818375080876237,0.41644155844155845,0.25685707528095886,0.015990387281634162,County,South
0.6044550834496975,0.20776169780605463,0.3052073770074596,0.5648403647719904,0.39562521995722677,0.4095031139387965,0.11570739013292308,County,South
0.5035505336965745,0.19879987293796153,0.26493702579254086,0.5363597405092285,0.3272284537471181,0.15118642002706595,0.02379896853896056,County,South
0.5605359428610381,0.19938017353544546,0.35636108943985123,0.5467691092298994,0.3434988680444309,0.37467372302976604,0.060319255226042305,County,South
0.48151184849361756,0.2336904681097341,0.3136923076923077,0.5275077608635107,0.3050995815297545,0.14290868948566163,0.020772621983112905,County,South
0.49591189721341566,0.2918610394599638,0.23777416104781834,0.4708185053380783,0.35528902870625245,0.06882168925964546,0.012252160650737164,County,South
0.5351882160392799,0.17120336981842552,0.23390574464808256,0.656179323516108,0.34404605742603117,0.197902373126549,0.16979109078420532,County,South
0.6182318541451668,0.23729879091799588,0.3142827020395645,0.5813683695576211,0.39348422496570645,0.20415503150630857,0.027353413935285485,County,South
0.5047204968944099,0.10015706173734445,0.30137285177228784,0.6807360607298147,0.2642249620887453,0.10520115984052193,0.03548177865327792,County,South
0.5522359475246577,0.2547303317783951,0.263397566636191,0.4915304133349246,0.3744522415959305,0.2465887450425424,0.10211242391693519,County,South
0.5116477534827936,0.19330195608999645,0.3152658523259971,0.7600425540298272,0.3186333369719463,0.27196996490464403,0.041440926732205126,County,South
0.4637347047348821,0.17902948565384108,0.12999275245611208,0.4451232211037834,0.3117494240478408,0.03837762792542642,0.07275251648733079,County,South
0.6226384800642226,0.21291467050558924,0.31390705972304817,0.575583428022026,0.36634924413760267,0.21114467546157537,0.030030883081315737,County,South
0.39863445378151263,0.10653102900578602,0.26381952086684163,0.7387454723164492,0.22944876063633,0.07355443784744545,0.01540849767147703,County,South
0.5724666142969363,0.12498105964947724,0.3582498773413374,0.6961234034898363,0.24104092913483635,0.13286024546694278,0.018033819032200037,County,South
0.5656754460492778,0.22164874756948416,0.47655259822560203,0.6356458574586799,0.33097854526425957,0.29241965000571885,0.02309014984033407,County,South
0.5781391147244805,0.15234705982036942,0.5067173130747701,0.5879062981275837,0.28396685518874126,0.2547703779020505,0.031936451325281674,County,South
0.4445188160047598,0.07816796646080332,0.3664726881510098,0.6682747973755306,0.2793758329631275,0.15112924311409637,0.010845233500578927,County,South
0.3531677513614026,0.06799909835449695,0.33360206385037083,0.6411202516331962,0.2307186472522311,0.11856638365016155,0.010041132349383015,County,South
0.5633120609705706,0.14620537551228666,0.4581293133361607,0.6210822156604646,0.3375613418787375,0.26865217176621625,0.09464940054786723,County,South
